0,1,2,3,4,5,6,y
-0.36255230204724853,4.172608551717738,0.3917375459301679,-3.935836804172939,-2.3959283874845125,-0.4748041719475804,-6.141489876957879,-9.2809788692642
3.0471154890269054,2.9002766589985387,-3.480358238421377,1.876542735171646,3.689261815526945,-0.011355930653506537,4.037214425323977,7.012867801083117
1.5045099903134158,-0.21132880587262404,0.6301162892311443,1.2631643268648665,-1.313880052879154,-2.1891252854367274,-3.340053687016579,0.23715073272940734
5.790378606415017,4.500512299506879,-3.361990353358958,-6.378055989590969,0.4029521484637514,0.020982319156053777,-0.9898819937825019,-1.1098276344673987
1.451584309311415,3.814538536306681,5.568574388634757,-5.589784181718136,-2.7599365616699716,-1.929546236775441,-3.1825853653737552,-3.6731190084232987
-0.9597462718289516,0.2934612827581166,-4.135163010799517,-3.848875277393909,2.165385622061021,5.6454043873682105,1.00797462710366,-2.158901465740008
3.1234351693399782,8.586703209053278,-7.6531094180544175,5.497151508496797,-1.6964360046123597,0.7636281221186518,-8.91973236149223,-1.4733643840727488
-2.743109439224029,-1.095579913651707,-4.08186337519268,-1.8837926940964786,-4.989028220010578,-1.408779623834539,-0.30419836101087483,-3.3853117431170903
-7.633702305840151,-0.4603865390732349,-0.08566096821938864,6.4764491561636275,-2.4437923871786316,0.6600281251796551,4.873538452587578,4.5274163599120145
-6.417653242021634,-0.3849290784725059,3.389472208454887,1.719374452619701,-0.8781069780969476,-3.3542080365401543,-2.018010543025133,-10.286928598309117
8.607931631317758,4.020416405539365,-3.374881034778343,2.7695506689151346,4.365175636535072,3.362935690442548,1.3403725422129409,9.938217990776305
-5.051215692430126,1.7047162590448737,1.3169868594272767,-0.22613807752978518,-2.9394303151095458,1.1309092627423607,-0.9704628816211641,-13.149426853871761
6.106571479165444,-3.8220784640311507,-2.3031086189643664,-4.334202350010604,2.657289580511028,-1.411485672446639,-5.988425190122893,-2.485235568432974
-3.81890390984585,-8.823690423506841,8.157086007704569,2.6488809829120132,1.4028569341004524,-0.7950622613266204,1.2299802609270585,1.0208495909576834
8.02078563604615,4.081358273385882,0.653151597078538,4.784379338800652,4.024674328260221,4.594718517461203,2.611156857217303,10.784592966620036
-6.912364619488584,-2.981211524885726,3.043170118477741,-1.268319287376856,4.01880396633625,0.283252499788868,4.802224414028494,-5.842758395646326
-11.450305748151413,0.4250974399371688,-3.8361853774956995,2.826255643237203,-0.7836184134171436,-6.391517419803849,-2.582122801876509,-5.552448593178446
-5.395956863832975,1.5048882942115165,1.800323496157673,1.0990313006716852,-4.486035778936118,-5.610818593126117,0.049355488148666915,-0.8613674676049734
6.645776293868871,2.5712721121036974,6.425790253862256,-4.633773852696312,-3.1286373168188093,1.0720472067739235,-4.445546745529933,-4.238355544776196
-1.683422894212105,-1.0977309524317207,6.328138797424194,-1.5146796714673418,-2.960703814805804,-3.9634812398356924,2.294231017419467,-2.1578221040597536
0.49287592348988657,1.3926434441096212,1.1968057062120725,-1.6711215261223222,3.846136379092454,4.963994867588721,1.368574458343533,-0.02035723364187817
5.8126829773974755,-0.6912228630069233,-2.566380736471266,-7.426727061154404,1.5908299082817619,3.215833147111844,-1.619756992993105,-2.9867991880986287
-2.317556693950319,4.127459462948464,6.359259096395122,-0.43159448114903337,-1.3501747807438376,-2.1474421760127282,0.32543852839092885,-3.6071396011687096
3.506516117283169,3.2707960499758584,4.080385248322738,5.290993155554704,2.497650362145118,-5.944564234349007,-3.9149316470779434,8.387968184552093
3.5347267813870284,2.1706577278914256,-4.198268430384738,-5.583616371344558,0.7042016724811258,-1.2750163438811453,-5.206733609027928,-3.87716878458078
-3.686705705875522,8.976514464019775,-4.643971351529004,11.317560020457739,2.9756559062926917,-3.4111656646438795,-2.3402321854730297,9.454167280637462
0.40599748259938334,3.3196132063176105,2.706027679020275,0.43945458231306356,-0.9438964123601002,-0.6914071351080249,-0.031584241677974995,2.3743448049572793
6.9156495038799575,-0.2970194279343496,-0.16927301115024615,0.24427335427531174,4.5121202680740735,-0.9300653898610926,-2.67529619136691,12.592595588407509
-10.339723623919552,-0.39128228012034444,-7.256544359477483,4.3911885630559695,-0.0340261079462491,2.4427168096399643,1.3463084451510872,-1.9413381745861722
2.503574139608095,6.5596904735123625,-7.912077210579294,4.694319566253894,-2.31693584633212,1.1044455968800437,2.27632551825376,5.35483227221825
4.458256088005542,2.3533591639077076,-1.5650984400584333,2.4280045342927714,-4.186589359841783,1.6053746481578597,-4.368785821387409,0.10939330108608747
