x,y
0.0,0.19260526891673704
0.043478260869565216,0.2742323593935991
0.08695652173913043,1.4196556348852767
0.13043478260869565,1.710741386076163
0.17391304347826086,2.7246396200219145
0.21739130434782608,1.953587637258186
0.2608695652173913,2.8128339605901123
0.30434782608695654,3.115087928443517
0.34782608695652173,3.382224924131267
0.3913043478260869,4.273325408286311
0.43478260869565216,3.3149585066060236
0.4782608695652174,3.722817243883706
0.5217391304347826,4.0508872367308255
0.5652173913043478,4.127305764597937
0.6086956521739131,3.5275942740212005
0.6521739130434783,3.939168596692007
0.6956521739130435,3.6356561536681467
0.7391304347826086,2.8942402862542265
0.7826086956521738,3.097172152781696
0.8260869565217391,3.5822577299081844
0.8695652173913043,2.7034533658347546
0.9130434782608695,1.1998949195975377
0.9565217391304348,1.3810086880976071
1.0,0.614062765867178
